id,sender_id,receiver_id,amount,start_time
134,603,1001,37,4527
135,1318,1945,46,4557
136,1785,252,35,4569
137,1523,1517,57,4617
138,362,114,22,4665
139,759,620,73,4692
140,177,299,93,4715
141,1098,900,66,4730
142,1368,486,32,4744
143,124,1847,59,4780
144,1906,1337,12,4819
145,1050,591,90,4876
146,1529,1695,48,4922
147,568,1905,89,4967
148,1074,176,26,4988
149,44,1079,13,5040
150,1075,1569,67,5051
151,1836,635,33,5061
152,170,264,67,5091
153,271,1610,98,5129
154,1750,1327,56,5185
155,1683,1697,55,5214
156,305,1028,75,5225
157,1873,207,44,5257
158,1811,1497,94,5284
159,1866,345,99,5343
160,1728,1939,64,5368
161,1145,1023,93,5412
162,1817,1564,25,5454
163,1060,287,31,5478
164,1415,1089,50,5524
165,106,436,28,5554
166,1385,1955,43,5569
167,524,268,42,5584
168,215,892,94,5602
169,173,427,86,5640
170,1357,567,96,5650
171,1434,1043,44,5679
172,1491,537,74,5716
173,132,476,20,5748
174,624,80,50,5770
175,325,1991,43,5781
176,575,374,59,5797
177,1530,733,69,5809
178,174,1801,73,5832
179,1961,1227,97,5849
180,247,433,70,5869
181,571,622,63,5896
182,720,1928,12,5948
183,403,960,92,5987
184,89,793,59,6038
185,1210,1675,45,6076
186,1711,1702,94,6109
187,1422,667,51,6164
188,1047,1595,47,6196
189,1864,1893,66,6230
190,1148,1911,31,6246
191,1597,959,84,6285
192,1355,1532,43,6326
193,1536,1377,63,6354
194,410,761,63,6400
195,1493,158,64,6455
196,1127,848,58,6514
197,1669,1329,93,6559
198,392,154,21,6579
199,105,389,57,6625
200,742,1757,52,6663
201,1091,1286,40,6712
202,431,1196,74,6745
203,1456,767,69,6794
204,951,526,77,6822
205,1440,789,10,6857
206,1423,161,54,6907
207,652,908,41,6939
208,750,1205,38,6977
209,768,1444,32,7003
210,607,1076,64,7048
211,1378,365,31,7100
212,1722,113,61,7132
213,1295,1562,84,7146
214,1124,1393,90,7178
215,265,1690,97,7210
216,491,520,42,7232
217,839,1434,21,7246
218,212,1788,48,7303
219,48,1070,72,7332
220,1219,1619,65,7385
221,747,816,18,7434
222,607,972,62,7490
223,1275,1310,95,7533
224,43,3,63,7583
225,1812,764,96,7620
226,1713,1945,71,7652
227,1186,1676,27,7662
228,560,1567,23,7697
229,1058,1572,96,7739
230,628,425,24,7788
231,354,384,25,7837
232,881,1947,46,7858
233,195,1599,82,7884
234,846,999,68,7932
235,772,941,80,7951
236,1974,1253,55,7977
237,1610,442,32,8032
238,724,1435,51,8091
239,1990,297,52,8124
240,1359,1045,66,8143
241,1346,1682,100,8200
242,371,398,38,8245
243,1960,760,55,8255
244,1220,611,26,8298
245,295,663,61,8335
246,1788,671,32,8393
247,1333,316,69,8412
248,776,1584,42,8467
249,13,405,67,8503
250,486,1152,42,8541
251,1783,1482,12,8575
252,754,291,93,8610
253,63,391,70,8666
254,390,264,35,8677
255,1228,1307,19,8701
256,1610,1476,82,8759
257,1196,1568,38,8794
258,1912,1530,23,8815
259,1488,1746,46,8834
260,1490,1602,86,8844
261,630,1087,75,8859
262,1694,1074,61,8882
263,153,1834,42,8923
264,1391,808,12,8947
265,1886,817,42,8981
266,630,1095,26,9032
267,1046,1186,56,9045
268,390,1372,17,9083
269,292,813,25,9093
270,1354,888,29,9147
271,765,546,62,9182
272,1361,868,77,9210
273,769,1846,69,9223
274,511,684,40,9279
275,1749,647,16,9337
276,1667,1674,29,9352
277,1028,1259,48,9403
278,1443,1958,13,9420
279,1544,469,46,9438
280,1943,6,93,9490
281,92,948,98,9500
282,332,790,33,9531
283,1287,347,84,9549
284,1749,1372,83,9562
285,1657,1913,67,9580
286,1301,1488,39,9626
287,677,908,18,9645
288,1558,1855,93,9698
289,753,175,24,9738
290,1587,1711,15,9779
291,686,1156,97,9794
292,16,242,26,9835
293,966,1300,11,9879
294,1499,1689,61,9935
295,202,9,76,9961
296,805,1911,91,10002
297,240,1881,19,10039
298,1971,158,33,10071
299,964,1905,67,10095
300,1529,190,94,10153
301,428,1309,94,10182
302,1684,951,69,10238
303,738,478,17,10284
304,1178,1610,94,10301
305,1887,873,27,10312
306,1430,739,75,10354
307,1615,1044,45,10378
308,1041,617,39,10401
309,1123,244,75,10447
310,389,257,23,10477
311,1234,1945,80,10498
312,1642,1680,50,10531
313,605,686,27,10568
314,535,1157,68,10599
315,1795,1238,16,10637
316,1768,321,34,10665
317,794,259,12,10715
318,1049,1171,70,10752
319,1467,1825,47,10810
320,1772,1976,92,10823
321,1969,1782,77,10867
322,1672,675,42,10898
323,1592,1617,78,10940
324,1883,618,14,10953
325,1861,1341,14,10990
326,1024,201,20,11050
327,1451,1889,59,11105
328,1133,636,94,11161
329,1775,824,82,11184
330,1024,442,94,11222
331,1503,1264,44,11267
332,1532,547,70,11324
333,936,1198,23,11350
334,902,1052,85,11377
335,1131,666,26,11416
336,649,483,96,11473
337,1502,802,71,11533
338,122,398,31,11587
339,519,299,90,11626
340,1096,705,27,11682
341,412,524,45,11710
342,350,250,27,11754
343,427,1858,15,11811
344,1831,1337,92,11829
345,997,582,14,11858
346,1554,1633,100,11868
347,1165,432,72,11893
348,588,706,29,11947
349,1192,692,43,12005
350,928,1060,38,12043
351,1385,522,13,12100
352,348,1532,45,12133
353,912,1002,39,12146
354,615,520,45,12160
355,1603,95,60,12195
356,1218,1604,19,12254
357,1260,863,53,12299
358,603,443,98,12335
359,589,1503,90,12359
360,1099,1959,57,12380
361,424,876,26,12431
362,1100,942,84,12491
363,1814,1465,76,12534
364,616,349,70,12581
365,1169,448,29,12614
366,1485,1784,67,12664
367,31,617,45,12683
368,900,1365,41,12714
369,903,1666,75,12773
370,1841,1433,100,12814
371,1283,1004,23,12865
372,1870,1188,73,12882
373,1285,1120,12,12935
374,260,1236,25,12989
375,1250,722,54,13014
376,613,1757,17,13029
377,895,1294,91,13060
378,1808,571,30,13081
379,515,1766,14,13136
380,1999,46,87,13180
381,529,212,99,13199
382,225,1122,83,13236
383,504,1351,65,13289
384,1423,100,76,13311
385,969,147,42,13362
386,630,626,77,13393
387,1680,1014,96,13446
388,148,1829,15,13479
389,457,574,41,13537
390,343,435,31,13592
391,845,603,87,13602
392,886,1682,39,13653
393,1147,199,19,13675
394,1341,537,28,13731
395,1018,1110,58,13763
396,1905,115,18,13786
397,1414,1869,41,13838
398,1170,116,89,13854
399,954,1941,49,13871
400,1812,372,45,13902
401,446,297,10,13927
402,514,1264,18,13954
403,1192,274,15,13974
404,411,738,93,14022
405,1130,1481,77,14056
406,1456,1204,50,14073
407,1299,898,57,14114
408,376,1023,65,14128
409,592,1346,47,14182
410,162,866,90,14220
411,135,453,14,14263
412,1073,101,20,14323
413,1458,1042,33,14368
414,1299,763,100,14381
415,1090,1458,10,14439
416,1325,702,74,14456
417,890,1916,53,14504
418,1205,920,35,14545
419,183,571,27,14563
420,1332,1641,99,14620
421,1152,815,79,14639
422,1344,1579,24,14661
423,639,1328,92,14687
424,692,1869,20,14744
425,225,570,90,14759
426,689,1637,13,14782
427,474,1339,71,14807
428,398,1447,75,14839
429,594,1551,89,14897
430,696,813,31,14907
431,703,1773,60,14967
432,442,1659,12,15005
433,502,620,24,15053
434,1405,97,82,15107
435,642,945,69,15130
436,134,1911,68,15180
437,1481,222,28,15202
438,250,477,40,15237
439,654,1175,30,15253
440,659,243,48,15311
441,711,765,86,15354
442,1971,1302,33,15399
443,308,144,30,15416
444,1939,211,70,15436
445,1351,681,41,15476
446,674,554,95,15511
447,450,992,57,15556
448,1252,1719,39,15591
449,1741,938,59,15644
450,621,1046,50,15666
451,1865,1197,10,15722
452,1032,1641,96,15741
453,641,6,87,15761
454,68,1800,80,15821
455,1093,1839,59,15880
456,1427,1525,32,15895
457,1680,1022,38,15919
458,681,972,98,15945
459,1101,1301,93,16002
460,1586,613,61,16055
461,1959,1879,78,16115
462,519,883,88,16141
463,218,749,73,16201
464,679,11,82,16224
465,328,767,60,16278
466,638,191,62,16313
467,499,124,26,16369
468,306,339,53,16386
469,1951,511,65,16416
470,565,1884,81,16434
471,1807,443,19,16462
472,1294,1769,96,16476
473,969,1448,80,16523
474,1452,1065,98,16581
475,479,516,96,16635
476,1819,1684,31,16668
477,1066,564,88,16703
478,1330,1895,80,16724
479,1668,757,39,16762
480,1796,433,13,16782
481,552,943,60,16838
482,644,1404,31,16850
483,767,280,62,16860
484,1257,465,57,16886
485,1949,184,28,16927
486,1886,216,66,16958
487,765,1877,13,16989
488,1188,1847,65,17028
489,206,809,52,17055
490,683,1126,38,17067
491,452,300,41,17126
492,191,657,92,17136
493,1771,1811,26,17172
494,1884,84,64,17190
495,1898,425,96,17204
496,1191,83,95,17245
497,1444,783,33,17263
498,828,1672,70,17323
499,1685,34,21,17343
500,872,1128,69,17362
501,1332,1284,43,17396
502,1658,1859,12,17416
503,1654,481,26,17471
504,1044,1183,31,17531
505,69,136,36,17547
506,392,647,75,17602
507,1177,1062,84,17625
508,1596,1270,45,17661
509,212,1803,98,17714
510,232,1050,25,17754
511,1402,1151,65,17793
512,592,1827,33,17824
513,857,998,65,17865
514,1688,763,97,17909
515,20,3,57,17936
516,1164,1010,26,17948
517,1463,1087,30,17959
518,330,1710,79,17984
519,53,1254,56,18022
520,1893,1133,42,18041
521,469,925,56,18053
522,440,328,11,18084
523,277,124,84,18098
524,1693,97,31,18155
525,1971,306,16,18205
526,1181,365,39,18260
527,534,442,22,18308
528,205,4,17,18358
529,1002,562,97,18415
530,63,1024,91,18436
531,309,540,50,18474
532,808,1926,99,18502
533,1223,1602,77,18556
534,1125,487,63,18599
535,642,348,34,18612
536,1240,1635,81,18648
537,503,375,70,18696
538,501,1037,98,18706
539,1554,1932,100,18725
540,1455,429,99,18759
541,1256,1328,16,18783
542,1013,1940,11,18807
543,32,279,31,18831
544,708,986,41,18869
545,1961,1649,63,18917
546,183,902,45,18938
547,57,1187,86,18974
548,1803,979,70,19001
549,169,957,72,19053
550,1186,598,96,19082
551,61,1307,56,19128
552,1359,1040,78,19142
553,868,30,32,19196
554,1592,1811,41,19236
555,1597,716,87,19271
556,781,1187,38,19324
557,376,878,73,19351
558,580,832,96,19407
559,449,742,29,19458
560,32,1064,90,19502
561,124,1166,30,19544
562,1645,355,75,19574
563,610,1409,66,19619
564,74,1701,85,19657
565,1048,1616,18,19712
566,1969,1371,25,19762
567,1263,1653,89,19820
568,789,643,57,19866
569,1803,1852,25,19903
570,1413,936,42,19934
571,520,1688,61,19946
572,590,926,20,19985
573,406,473,24,20007
574,1858,756,22,20059
575,67,607,41,20071
576,717,1752,95,20110
577,259,1646,92,20165
578,1209,806,95,20176
579,1985,193,96,20223
580,1228,745,60,20282
581,1395,1314,100,20317
582,47,1017,29,20372
583,1856,569,100,20409
584,1494,590,86,20457
585,1941,1978,60,20474
586,576,1140,20,20494
587,91,307,57,20545
588,1150,1623,12,20576
589,1776,1128,69,20611
590,1740,1968,85,20660
591,66,1640,87,20693
592,360,1535,81,20729
593,1494,1657,61,20780
594,1378,634,64,20814
595,1154,277,25,20835
596,374,1298,29,20856
597,818,1143,20,20915
598,200,1781,54,20954
599,989,386,98,20980
600,1787,1225,32,21014
601,1189,122,22,21042
602,1504,178,36,21053
603,149,215,84,21084
604,658,460,77,21100
605,554,1808,84,21154
606,1494,292,40,21213
607,318,626,44,21223
608,1183,921,63,21241
609,1220,1956,99,21299
610,214,1971,26,21356
611,1479,123,82,21390
612,1086,833,54,21438
613,1332,1086,74,21458
614,190,1118,26,21510
615,1243,271,23,21555
616,1998,488,51,21573
617,1800,20,85,21616
618,1909,1204,33,21646
619,1136,28,44,21684
620,136,1790,100,21698
621,1100,900,98,21726
622,885,1959,55,21784
623,1329,1536,32,21798
624,242,1949,51,21811
625,1041,1389,77,21857
626,90,734,31,21875
627,648,1562,81,21935
628,1992,745,13,21989
629,204,653,57,22011
630,1783,813,47,22022
631,438,1331,91,22070
632,1546,833,29,22087
633,919,1908,24,22100
634,1845,640,89,22124
635,309,816,79,22169
636,53,1708,14,22227
637,1213,1884,97,22238
638,823,339,100,22295
639,843,1028,36,22344
640,637,1765,72,22383
641,1271,1199,79,22443
642,172,1271,76,22484
643,1766,153,15,22525
644,622,1330,79,22556
645,770,1571,55,22587
646,1583,1505,15,22597
647,901,1970,37,22649
648,211,1379,37,22687
649,1233,1029,45,22700
650,1690,1043,43,22760
651,758,1022,59,22780
652,1474,495,55,22798
653,270,249,45,22823
654,1413,1588,33,22854
655,507,1281,93,22911
656,909,1191,48,22957
657,586,289,88,23006
658,1409,1480,26,23049
659,546,1953,56,23060
660,599,1902,13,23081
661,1597,1002,33,23128
662,373,686,51,23138
663,816,888,35,23151
664,1944,692,64,23209
665,280,1190,40,23234
666,957,1568,27,23266
667,675,1010,10,23286
668,1253,1383,62,23314
669,364,924,35,23360
670,479,329,90,23402
671,1743,400,79,23429
672,827,389,100,23460
673,580,795,41,23490
674,1783,1392,89,23500
675,1129,977,80,23558
676,44,1657,65,23575
677,1191,645,91,23615
678,341,1330,56,23646
679,746,1958,84,23677
680,1945,1706,67,23687
681,801,555,20,23735
682,587,146,43,23789
683,521,1108,71,23849
684,1713,196,58,23861
685,98,923,77,23887
686,144,756,41,23936
687,303,1795,11,23986
688,1009,1467,38,24045
689,507,250,79,24073
690,1149,1221,36,24111
691,428,251,31,24166
692,275,476,21,24200
693,465,618,81,24252
694,1239,1799,35,24283
695,1229,1716,30,24325
696,1700,792,19,24360
697,371,1820,39,24404
698,1419,457,34,24417
699,1580,466,64,24474
700,271,1957,23,24533
701,1645,122,63,24576
702,1978,1134,10,24612
703,1156,785,95,24636
704,26,1141,50,24683
705,849,658,38,24737
706,1589,762,61,24755
707,872,1459,12,24779
708,820,1228,20,24807
709,1980,37,85,24831
710,2,156,17,24853
711,1207,95,95,24904
712,32,1818,33,24936
713,1847,374,16,24965
714,749,1151,65,24982
715,1119,725,61,25016
716,384,1002,56,25074
717,1401,1829,27,25131
718,1812,80,23,25155
719,1467,1601,32,25207
720,657,941,92,25267
721,944,1797,52,25300
722,1947,1161,54,25323
723,563,1324,71,25372
724,341,1329,68,25389
725,397,340,97,25409
726,574,1693,97,25430
727,595,1815,38,25481
728,971,1429,31,25527
729,609,306,62,25543
730,760,948,27,25553
731,1040,215,22,25602
732,680,1725,74,25616
733,1971,807,21,25634
734,797,1136,19,25647
735,726,370,82,25671
736,857,1868,83,25708
737,510,947,17,25750
738,1212,1353,84,25788
739,939,1590,59,25842
740,658,340,77,25892
741,348,289,70,25920
742,876,624,74,25970
743,1184,1936,20,26019
744,1640,1641,57,26079
745,376,1910,48,26092
746,17,1819,47,26130
747,1577,1986,60,26182
748,825,346,52,26240
749,1145,1109,21,26258
750,1503,1554,68,26304
751,898,694,37,26334
752,348,1403,66,26356
753,548,711,66,26366
754,1126,1141,37,26410
755,918,1378,30,26437
756,1989,1620,20,26453
757,1852,181,28,26487
758,246,1994,51,26518
759,1075,60,100,26537
760,685,385,27,26551
761,964,1918,71,26610
762,1927,207,11,26638
763,1597,925,41,26673
764,917,1614,55,26732
765,1840,1675,26,26758
766,1953,905,95,26787
767,1617,1263,22,26798
768,1019,1376,32,26835
769,79,1519,66,26883
770,1849,1927,48,26919
771,1319,269,82,26939
772,537,212,100,26976
773,513,1885,99,27025
774,1215,1945,31,27069
775,1393,810,11,27103
776,1265,1011,21,27127
777,661,1554,80,27145
778,666,828,68,27169
779,1716,34,12,27227
780,23,451,59,27241
781,1671,1190,80,27300
782,1535,128,54,27350
783,1457,719,89,27380
784,637,1259,22,27410
785,897,496,31,27457
786,694,425,90,27469
787,1964,1078,37,27529
788,1144,210,100,27582
789,837,1243,88,27625
790,1628,882,88,27671
791,1748,1344,85,27720
792,1837,1777,57,27744
793,1349,585,12,27772
794,145,949,13,27818
795,1063,1571,16,27838
796,608,105,66,27856
797,1309,932,49,27911
798,1014,1403,40,27925
799,556,1747,31,27943
800,282,122,28,27965
801,695,1729,94,27976
802,582,1975,12,27998
803,1836,1295,35,28017
804,1703,155,85,28027
805,1400,972,35,28086
806,745,1730,41,28104
807,1576,708,27,28149
808,1094,988,69,28186
809,623,1885,66,28200
810,1367,1104,50,28255
811,1671,1055,38,28285
812,1629,238,38,28335
813,1789,911,15,28350
814,148,1744,38,28362
815,308,482,94,28418
816,1605,778,43,28467
817,1491,816,70,28490
818,1292,1639,74,28536
819,1150,1564,52,28593
820,1494,935,71,28614
821,1271,757,91,28672
822,921,1274,80,28698
823,1964,1387,73,28732
824,1033,151,16,28761
825,1788,305,13,28817
826,611,1446,53,28847
827,1824,1271,18,28895
828,1917,1601,10,28936
829,120,1110,61,28954
830,1142,1508,27,28994
831,573,23,39,29049
832,1677,1587,74,29098
833,1378,962,47,29129
834,145,1581,81,29186
835,1740,531,35,29216
836,85,1408,94,29238
837,1346,872,82,29272
838,1555,1115,53,29284
839,1943,1010,51,29328
840,1100,1346,14,29367
841,1150,246,44,29379
842,655,176,54,29404
843,22,747,87,29437
844,1791,958,71,29473
845,916,188,27,29486
846,1952,1752,85,29539
847,621,218,31,29587
848,1942,327,97,29639
849,1984,1767,80,29671
850,1482,1010,100,29694
851,821,1000,62,29748
852,1729,1818,72,29780
853,193,418,97,29808
854,1977,1957,17,29833
855,1883,1868,10,29862
856,1194,106,10,29883
857,1290,35,94,29922
858,1074,1050,65,29970
859,76,1144,25,29982
860,828,1990,12,30027
861,911,850,91,30080
862,876,1884,15,30117
863,499,1465,24,30148
864,1770,1392,61,30198
865,1573,1642,72,30215
866,1941,1301,11,30266
867,1594,1717,80,30286
868,358,502,18,30297
869,1186,1476,36,30344
870,189,950,76,30372
871,751,1355,47,30407
872,485,876,24,30432
873,642,1212,12,30453
874,935,335,63,30484
875,392,76,45,30499
876,859,1634,53,30537
877,1089,1046,78,30588
878,107,1307,71,30633
879,762,953,53,30688
880,500,1855,79,30725
881,1073,1615,66,30739
882,474,1300,25,30767
883,434,191,15,30780
884,837,1518,70,30829
885,966,1309,72,30852
886,262,1135,33,30907
887,663,1735,97,30964
888,650,1079,70,31021
889,1789,30,58,31073
890,1880,1830,75,31109
891,1302,830,76,31166
892,1305,1995,73,31191
893,1919,124,95,31213
894,1156,809,34,31243
895,2,1833,52,31268
896,1510,1105,88,31289
897,1361,1332,89,31337
898,1497,1475,79,31347
899,1246,869,25,31395
900,168,1592,11,31447
901,1143,1344,19,31494
902,1913,1165,80,31504
903,971,399,53,31564
904,902,1129,86,31606
905,1463,453,99,31662
906,129,942,65,31712
907,563,1144,79,31734
908,1599,1323,43,31780
909,1765,1173,65,31828
910,164,738,96,31840
911,1129,380,56,31869
912,48,741,68,31912
913,1164,861,81,31952
914,1487,856,68,31976
915,996,1694,70,32007
916,717,1260,29,32020
917,1379,1262,49,32078
918,1491,1112,23,32095
919,1345,1922,48,32105
920,1930,1236,97,32121
921,931,176,22,32177
922,698,1559,100,32187
923,920,1907,37,32228
924,1723,19,34,32247
925,1107,1643,100,32263
926,1524,385,78,32302
927,353,1637,55,32344
928,75,1093,19,32362
929,236,635,20,32390
930,562,1938,63,32428
931,1196,1055,32,32438
932,1495,521,69,32486
933,1150,1014,85,32517
934,1782,252,81,32572
935,1810,1491,63,32591
936,884,769,78,32635
937,8,143,61,32673
938,454,598,54,32711
939,1347,1142,78,32742
940,1513,1171,70,32753
941,2000,1840,62,32790
942,656,1813,48,32847
943,1276,380,20,32878
944,697,1600,20,32910
945,310,1123,66,32958
946,178,421,90,32973
947,1812,1205,42,32983
948,1261,1746,10,33029
949,1514,1882,33,33073
950,342,731,77,33096
951,499,442,97,33150
952,665,1728,31,33206
953,1472,1106,15,33232
954,936,1875,45,33265
955,1486,250,32,33293
956,811,339,90,33328
957,1020,1757,62,33363
958,1450,1277,77,33397
959,687,1240,86,33418
960,454,429,42,33464
961,1907,973,94,33483
962,1295,947,99,33519
963,196,1505,24,33550
964,650,237,12,33603
965,1967,678,18,33628
966,1739,499,79,33653
967,1537,113,82,33689
968,1476,1014,43,33705
969,78,1022,55,33724
970,201,1244,70,33746
971,1925,100,17,33762
972,1596,1942,55,33788
973,190,755,18,33823
974,330,1518,54,33859
975,1959,1832,19,33884
976,732,1401,44,33898
977,6,360,56,33913
978,510,1565,75,33941
979,1530,21,22,33954
980,22,282,34,33973
981,550,1682,15,33986
982,1424,1342,51,33997
983,1291,565,64,34056
984,731,1767,66,34094
985,973,818,70,34128
986,647,1266,32,34161
987,1825,1113,33,34201
988,1197,1937,96,34236
989,460,1945,36,34266
990,593,592,40,34292
991,614,1767,54,34348
992,1289,1375,34,34365
993,1932,164,29,34378
994,715,625,92,34419
995,1745,1858,58,34466
996,159,184,32,34512
997,1997,1947,74,34570
998,1454,1971,64,34619
999,952,269,80,34644
